process,software,data item,data model,data format specification
,,quantity,,acis
,,quantity,,ms word
,,quantity,,txt
,,quantity,,tiff
,,quantity,,add
,,quantity,,owl
,,quantity,,ms excel
,,quantity,,png
,,quantity,,dxf
,,quantity,,cpacs
,,quantity,,soap
,,quantity,,ad_asm
,,quantity,,rdf
,,quantity,,jpeg
,,quantity,,xml
,,quantity,,stl
,,quantity,,gif
,,quantity,,ad_prt
,,quantity,,mpeg
,,quantity,,wrp
,,quantity,,direct api
life cycle simulation,,images,,
nation decision,,images,,
system identification,,images,,
alm,,images,,
descriptive information generation,,images,,
disciplinary analysis,,images,,
flight test,,images,,
convert file formats,,images,,
knowledge base building,,images,,
knowledge management,,images,,
product support,,images,,
optimization,,images,,
information clustering,,images,,
knowledge exploration,,images,,
information sharing,,images,,
product data management,,images,,
design concepts formalization,,images,,
calculation report,,images,,
training,,images,,
evaluation,,images,,
system arch,,images,,
manufacturing,,images,,
authoring,,images,,
plm,,images,,
information search,,images,,
share documents,,images,,
workflow management,,images,,
review,,images,,
multidisciplinary modeling,,images,,
knowledge engineering,,images,,
structural solver,,images,,
manufacturing preparation,,images,,
knowledge capture,,images,,
knowledge storage,,images,,
product verification,,images,,
design blueprint,,images,,
system design,,images,,
check,,images,,
information push,,images,,
manufacture,,images,,
general assembly,,images,,
automated reasoning,,images,,
solving,,images,,
navigation,,images,,
business process integration,,images,,
enterprise resource planning,,images,,
design,,images,,
system specification,,images,,
information classification,,images,,
system synthesis,,images,,
knowledge discovery,,images,,
test report,,images,,
context inference,,images,,
activity profiling,,images,,
decision support,,images,,
access product design data,,images,,
engine analysis,,images,,
mission analysis,,images,,
detailed,,images,,
preliminary design,,images,,
processing,,images,,
ontological engineering,,images,,
failure,,images,,
interest profiling,,images,,
data visualization,,images,,
knowledge interaction,,images,,
knowledge classification,,images,,
ontology modeling,,images,,
certification,,images,,
analysis,,images,,
flight test report,,images,,
express ontology,,images,,
airworthiness test,,images,,
multimedia document processing,,images,,
semantic representation,,images,,
inference,,images,,
problem solving,,images,,
recycling,,images,,
link analysis,,images,,
physical sensing,,images,,
concept design,,images,,
system architecting,,images,,
project planning,,images,,
creation,,images,,
dissemination,,images,,
resource description,,images,,
mdo process formulation,,images,,
acquisition,,images,,
configuration management,,images,,
design space visualization,,images,,
system integration,,images,,
tooling development,,images,,
detailed design,,images,,
scheduling,,images,,
development,,images,,
data storage,,images,,
data validation,,images,,
analyzing,,images,,
flight-test preparation,,images,,
reasoning,,images,,
customer service,,images,,
conceptual modelling,,images,,
ground test,,images,,
feature processing,,images,,
failure management,,images,,
knowledge based engineering,,images,,
product design,,images,,
archive,,images,,
,cloud visualization,images,,
,tornado,images,,
,learning tools,images,,
,eclipse plugin,images,,
,surrogate model repository,images,,
,wikipedia,images,,
,catia,images,,
,product data management system,images,,
,excel,images,,
,file server,images,,
,visualization package,images,,
,openmdao,images,,
,matlab,images,,
,spss,images,,
,web server,images,,
,data mining,images,,
,python application,images,,
,express application,images,,
,share point,images,,
,api,images,,
,cad programming interface,images,,
,java application,images,,
, engineering java programming,images,,
,access,images,,
,expert systems,images,,
,multi-agent collaborative system,images,,
,sas,images,,
,eclipse,images,,
,google,images,,
,solidworks,images,,
,workflow systems,images,,
,word,images,,
,web-based decision tool,images,,
,,images,nasa taxonomy,
,,images,airspace system ontology,
,,images,uml,
,,images,owl dl,
,,images,express,
,,images,aerospace ontology,
,,images,python,
,,images,xml-schema-definition,
,,images,nosql,
,,images,,dwf
,,images,,wmv
,,images,,csv
,,images,,dwg
,,images,,postscript
,,images,,json
,,images,,pdf
,,images,,igs
,,images,,jpg
,,images,,html
,,images,,flash
,,images,,vrml
,,images,,jpgs
,,images,,step
,,images,,wav
,,images,,mov
,,images,,flat file
,,images,,database
,,images,,iges
,,images,,acis
,,images,,ms word
,,images,,txt
,,images,,tiff
,,images,,add
,,images,,owl
,,images,,ms excel
,,images,,dxf
,,images,,soap
,,images,,ad_asm
,,images,,rdf
,,images,,jpeg
,,images,,xml
,,images,,stl
,,images,,gif
,,images,,ad_prt
,,images,,mpeg
,,images,,wrp
,,images,,direct api
life cycle simulation,,explicit geometry,,
nation decision,,explicit geometry,,
system identification,,explicit geometry,,
alm,,explicit geometry,,
descriptive information generation,,explicit geometry,,
disciplinary analysis,,explicit geometry,,
flight test,,explicit geometry,,
convert file formats,,explicit geometry,,
knowledge base building,,explicit geometry,,
knowledge management,,explicit geometry,,
product support,,explicit geometry,,
optimization,,explicit geometry,,
information clustering,,explicit geometry,,
knowledge exploration,,explicit geometry,,
information sharing,,explicit geometry,,
product data management,,explicit geometry,,
design concepts formalization,,explicit geometry,,
calculation report,,explicit geometry,,
training,,explicit geometry,,
evaluation,,explicit geometry,,
system arch,,explicit geometry,,
manufacturing,,explicit geometry,,
semantic lexicon,,explicit geometry,,
authoring,,explicit geometry,,
plm,,explicit geometry,,
information search,,explicit geometry,,
share documents,,explicit geometry,,
workflow management,,explicit geometry,,
crawling,,explicit geometry,,
review,,explicit geometry,,
multidisciplinary modeling,,explicit geometry,,
wide body transports,,explicit geometry,,
semantic information transferring,,explicit geometry,,
knowledge engineering,,explicit geometry,,
processe data,,explicit geometry,,
structural solver,,explicit geometry,,
manufacturing preparation,,explicit geometry,,
knowledge capture,,explicit geometry,,
knowledge systematisation,,explicit geometry,,
knowledge storage,,explicit geometry,,
product verification,,explicit geometry,,
design blueprint,,explicit geometry,,
system design,,explicit geometry,,
check,,explicit geometry,,
accessory manufacture,,explicit geometry,,
information push,,explicit geometry,,
manufacture,,explicit geometry,,
general assembly,,explicit geometry,,
wf execution,,explicit geometry,,
automated reasoning,,explicit geometry,,
solving,,explicit geometry,,
navigation,,explicit geometry,,
business process integration,,explicit geometry,,
enterprise resource planning,,explicit geometry,,
design,,explicit geometry,,
system specification,,explicit geometry,,
information classification,,explicit geometry,,
system synthesis,,explicit geometry,,
knowledge discovery,,explicit geometry,,
test report,,explicit geometry,,
context inference,,explicit geometry,,
activity profiling,,explicit geometry,,
decision support,,explicit geometry,,
access product design data,,explicit geometry,,
engine analysis,,explicit geometry,,
mission analysis,,explicit geometry,,
detailed,,explicit geometry,,
preliminary design,,explicit geometry,,
processing,,explicit geometry,,
ontological engineering,,explicit geometry,,
failure,,explicit geometry,,
interest profiling,,explicit geometry,,
data visualization,,explicit geometry,,
knowledge interaction,,explicit geometry,,
knowledge classification,,explicit geometry,,
ontology modeling,,explicit geometry,,
certification,,explicit geometry,,
analysis,,explicit geometry,,
engine accessory purchase,,explicit geometry,,
flight test report,,explicit geometry,,
express ontology,,explicit geometry,,
airworthiness test,,explicit geometry,,
multimedia document processing,,explicit geometry,,
semantic representation,,explicit geometry,,
inference,,explicit geometry,,
problem solving,,explicit geometry,,
recycling,,explicit geometry,,
link analysis,,explicit geometry,,
physical sensing,,explicit geometry,,
concept design,,explicit geometry,,
system architecting,,explicit geometry,,
project planning,,explicit geometry,,
creation,,explicit geometry,,
dissemination,,explicit geometry,,
resource description,,explicit geometry,,
mdo process formulation,,explicit geometry,,
acquisition,,explicit geometry,,
configuration management,,explicit geometry,,
generate fem model,,explicit geometry,,
issue tc pc ac certification,,explicit geometry,,
design space visualization,,explicit geometry,,
mdao,,explicit geometry,,
system integration,,explicit geometry,,
tooling development,,explicit geometry,,
detailed design,,explicit geometry,,
scheduling,,explicit geometry,,
development,,explicit geometry,,
data storage,,explicit geometry,,
data validation,,explicit geometry,,
analyzing,,explicit geometry,,
flight-test preparation,,explicit geometry,,
reasoning,,explicit geometry,,
customer service,,explicit geometry,,
identify different tooling types,,explicit geometry,,
conceptual modelling,,explicit geometry,,
ground test,,explicit geometry,,
feature processing,,explicit geometry,,
failure management,,explicit geometry,,
knowledge based engineering,,explicit geometry,,
product design,,explicit geometry,,
archive,,explicit geometry,,
,cloud visualization,explicit geometry,,
,inverted index,explicit geometry,,
,tornado,explicit geometry,,
,learning tools,explicit geometry,,
,nextgen avionics systems,explicit geometry,,
,pest,explicit geometry,,
,cpacspy library,explicit geometry,,
,eclipse plugin,explicit geometry,,
,syndeia,explicit geometry,,
,isight,explicit geometry,,
,surrogate model repository,explicit geometry,,
,solidedge,explicit geometry,,
,ideas,explicit geometry,,
,oracle server,explicit geometry,,
,wikipedia,explicit geometry,,
,triple store,explicit geometry,,
,modelcenter,explicit geometry,,
,catia,explicit geometry,,
,jade,explicit geometry,,
,reasoner,explicit geometry,,
,fortran application,explicit geometry,,
,product data management system,explicit geometry,,
,ceasiom,explicit geometry,,
,imagenet,explicit geometry,,
,excel,explicit geometry,,
,file server,explicit geometry,,
,visualization package,explicit geometry,,
,openmdao,explicit geometry,,
,git,explicit geometry,,
,brics,explicit geometry,,
,tr,explicit geometry,,
,matlab,explicit geometry,,
,spss,explicit geometry,,
,web server,explicit geometry,,
,data mining,explicit geometry,,
,whatsopt,explicit geometry,,
,janus,explicit geometry,,
,python application,explicit geometry,,
,express application,explicit geometry,,
,tigl,explicit geometry,,
,qfview web interface,explicit geometry,,
,share point,explicit geometry,,
,aaa,explicit geometry,,
,optimus workflow management tool,explicit geometry,,
,outlook,explicit geometry,,
,api,explicit geometry,,
,tixi,explicit geometry,,
,sumo,explicit geometry,,
,rce,explicit geometry,,
,cad programming interface,explicit geometry,,
,pykechain,explicit geometry,,
,java application,explicit geometry,,
, engineering java programming,explicit geometry,,
,access,explicit geometry,,
,flops,explicit geometry,,
,multilinq,explicit geometry,,
,oracle,explicit geometry,,
,jupyter notebook,explicit geometry,,
,cfview,explicit geometry,,
,expert systems,explicit geometry,,
,multi-agent collaborative system,explicit geometry,,
,sas,explicit geometry,,
,eclipse,explicit geometry,,
,networkx,explicit geometry,,
,google,explicit geometry,,
,solidworks,explicit geometry,,
,workflow systems,explicit geometry,,
,ke-chain,explicit geometry,,
,word,explicit geometry,,
,brics technology,explicit geometry,,
,proteus,explicit geometry,,
,prado,explicit geometry,,
,protégé,explicit geometry,,
,optimus,explicit geometry,,
,gkn fokker,explicit geometry,,
,web-based decision tool,explicit geometry,,
,,explicit geometry,nasa taxonomy,
,,explicit geometry,orbital space environment domain ontology,
,,explicit geometry,sysml,
,,explicit geometry,mdax,
,,explicit geometry,sql,
,,explicit geometry,airspace system ontology,
,,explicit geometry,topic maps,
,,explicit geometry,yawl,
,,explicit geometry,openvsp,
,,explicit geometry,vampzero,
,,explicit geometry,uml,
,,explicit geometry,fortan,
,,explicit geometry,postgresql,
,,explicit geometry,kadmos,
,,explicit geometry,sparql,
,,explicit geometry,codex,
,,explicit geometry,bond graphs,
