;system design;concept design;knowledge engineering;system integration;product design;knowledge management;product support;decision support;link analysis;detailed design;test report;information search;feature processing;resource description;system specification;product data management;knowledge capture;access product design data;system identification;engine analysis;configuration management;data validation;information classification;data storage;knowledge base building;semantic representation;knowledge classification;knowledge storage;project planning;business process integration;failure management;preliminary design;data visualization;information sharing;ground test;calculation report;design space visualization;mission analysis;life cycle simulation;flight test;product verification;knowledge exploration;knowledge discovery;customer service;general assembly;context inference;ontology modeling;conceptual modelling;workflow management;flight test report;system synthesis;multidisciplinary modeling;express ontology;knowledge based engineering;information push;enterprise resource planning;disciplinary analysis;descriptive information generation;physical sensing;ontological engineering;information clustering;automated reasoning;structural solver;manufacturing preparation;problem solving;multimedia document processing;terminology recognition;nation decision;design blueprint;tooling development;share documents;mdo process formulation;generate fem model;semantic lexicon;design concepts formalization;airworthiness test;interest profiling;activity profiling;system architecting;wf execution;convert file formats;accessory manufacture;managing project files;digital mockup;identify different tooling types;engine accessory purchase;semantic information transferring;issue tc pc ac certification;software interlinking;wide body transports;knowlege graph construction;pattern analyis;knowledge systematisation;processe data;product data management system;share point;express application;expert systems;web server;file server;java application;workflow systems;data mining;visualization package;engineering java programming;python application;learning tools;cloud visualization;cad programming interface;triple store;fortran application;oracle server;surrogate model repository;eclipse plugin;inverted index;optimus workflow management tool;brics technology;nextgen avionics systems;vampzero element;jupyter notebook;gkn fokker;electronic bulletin boards;nasa ames function table processor scripts;knowledge mangement tool;cad representation vdsm;software interlinking tools;cpacspy library;qfview web interface;swf software package rce;knowledge base;system definition;section description;measurement data;manufacturing method;external web page;cad representation;mind map;explicit geometry;live video;cfd simulation data;cfd code;implicit geometry;design parts;sysml model;word doc;lexical data;process definitions;object definitions;point clouds;tooling parts;pdf files;word processor documents;tools needed;formatted documents;direct api;ms word;flat file;ms excel;owl dl;topic maps;aerospace ontology;nasa taxonomy;orbital space environment domain ontology;airspace system ontology;bond graphs
Kim et al. - 2023 - Design for additive manufacturing knowledgebase de;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;-1;0;0;0;-1;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;-1;0;0;-1;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;13024;0;0;0;0;10022;0;0;-1;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Bell et al. - 2006 - The NASA program management tool a new vision in ;0;0;0;0;0;0;8834;0;3035;0;-1;0;0;0;-1;0;0;8872;0;0;0;-1;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;3803;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0
Gruetze et al. - 2012 - Holistic and scalable ontology alignment for linke;2165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15110;0;0;1128;0;-1;-1;0;0;0;-1;0;4076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;-1;0;-1;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Deshpande - 2013 - Advances in aircraft design Multiobjective optimi;0;0;0;0;0;0;0;11347;0;0;0;0;0;0;0;2385;0;0;0;0;10896;0;-1;0;7469;0;-1;8907;2224;0;0;0;0;0;0;0;1600;0;5570;0;0;0;0;0;0;-1;0;0;-1;1568;1432;0;-1;0;0;52891;0;10799;0;0;2682;0;0;0;0;0;0;0;0;-1;0;0;3778;0;-1;-1;0;0;0;-1;0;-1;0;0;0;-1;0;-1;-1;-1;0;0;-1;0;2385;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;19555;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;1803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Löhr und Buderath - 2014 - Evolving the data management backbone Binary osa-;0;0;0;0;0;0;0;0;0;0;11538;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;-1;0;0;1884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;0;-1;-1;0;2458;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;4653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1309;0;0;0;0;0;0;0;0;-1;0
Mangortey et al. - 2019 - Development of a Data Fusion Framework to support ;0;0;4720;0;0;0;0;0;0;2705;0;0;0;0;-1;0;0;4320;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;-1;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;0;0;-1;0;-1;0;-1;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;1678;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Ali und Mohamed - 2018 - A framework for visualizing heterogeneous construc;0;0;0;0;0;0;0;0;0;5123;6413;0;0;0;2018;12775;1279;35582;0;0;8050;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39572;-1;-1;-1;-1;-1;1990;0;-1;0;0;0;1231;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;-1;0;0;0;-1;0;-1;0;0;0;0;0;0;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;1600;2786;0;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Li et al. - 2015 - Integrating rule-based systems and data analytics ;0;-1;0;0;0;0;0;0;37829;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;1446;0;-1;2156;0;0;0;0;0;0;-1;-1;0;0;0;0;0;15791;-1;0;0;-1;-1;-1;-1;0;-1;0;-1;-1;0;-1;1275;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;-1;-1;0;-1;0;0;0;-1;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;3173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Ghiringhelli et al. - 2023 - Shared metadata for data-centric materials science;0;0;0;0;0;0;0;0;4874;0;0;0;0;0;0;0;6111;0;2221;0;1532;0;0;0;0;0;20751;0;-1;0;-1;6392;0;0;0;0;0;0;30225;-1;0;0;0;0;0;60006;0;0;0;-1;6242;-1;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;0;29736;-1;0;-1;-1;0;-1;0;1426;0;-1;0;-1;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;3479;-1;0;0;0;0;0;-1;0;-1;0;-1;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;1348;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;16592;0;1329;0;0;0;0;0;0;0;0;-1;0
Chen et al. - Conceptual Design of a Fixed-Wing Aquatic UAV Usin;0;0;0;0;0;0;0;4557;0;-1;0;0;18661;0;0;1967;0;5725;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;-1;0;-1;0;-1;0;0;-1;0;0;0;-1;-1;0;0;0;0;0;0;1672;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;1318;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2422;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jankovic et al. - 2020 - Space debris ontology for ADR capture methods sele;0;0;0;8076;0;0;0;4941;4274;1986;19136;0;0;0;-1;6425;0;1667;0;0;-1;-1;0;0;0;0;0;0;10380;0;6444;0;0;0;0;0;0;0;-1;3666;0;-1;0;0;0;1682;0;0;6768;0;-1;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;-1;0;0;0;-1;0;-1;0;-1;-1;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35657;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;1572;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;12874;0;1464;0;0;0;0;0;0;0;0;-1;0
Pandey et al. - 2019 - Provenance use and it’s Application in Education D;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;1199;-1;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;-1;0;24698;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;3906;0;0;0;0;2963;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Van Gent et al. - 2017 - A fully automated chain from MDAO problem formulat;0;0;1966;0;0;0;3222;0;0;0;0;2005;0;-1;0;-1;0;46400;0;0;-1;-1;-1;0;0;0;-1;1915;0;0;0;0;0;0;0;8739;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1
Van Gent et al. - 2017 - Composing MDAO symphonies graph-based generation ;0;0;0;0;0;0;1994;0;0;0;0;1419;0;-1;0;70628;0;81359;0;0;1932;-1;-1;0;0;0;-1;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;-1;0;0;0;-1;-1;-1;-1;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;3811;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;-1
Carvalho et al. - 2013 - Probabilistic Ontology and Knowledge Fusion for Pr;0;0;0;0;0;0;1065;0;0;0;0;0;0;0;0;0;0;33282;0;0;-1;-1;0;0;0;0;0;0;-1;0;-1;0;0;0;1011;0;0;0;-1;-1;0;-1;0;0;0;0;0;0;-1;-1;-1;-1;0;0;0;-1;0;4082;0;2576;0;0;0;0;0;-1;0;0;0;-1;0;0;6104;0;0;0;-1;-1;0;-1;0;0;0;0;-1;-1;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;11788;0;0;0;0;0;0;0;-1;0;0;2948;-1;0;0;0;0;0;0;0;0;0;-1;0
Ko et al. - 2011 - Business-OWL (BOWL)—A hierarchical task network on;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;1203;9867;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;-1;1678;2089;0;0;0;-1;0;11822;0;0;0;0;0;-1;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;0;0;0;-1;-1;-1;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2290;0;0;0;0;0;0;0;0;-1;0
Wang - 2015 - The Configurator A Novel Approach To Enterprise C;0;0;0;0;0;0;0;0;12083;0;0;0;0;0;0;0;0;1228;0;0;0;0;0;-1;0;0;25566;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;1304;0;-1;-1;2915;0;12788;0;-1;0;-1;-1;0;0;0;0;-1;0;1034;0;-1;0;0;0;0;0;0;-1;-1;0;-1;0;-1;0;0;-1;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;1293;0;0;0;0;0;30077;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1692;0;0;0;0;0;0;0;0;-1;0
Urwin und Young - 2014 - The reuse of machining knowledge to improve design;0;0;0;0;0;0;0;0;9509;-1;0;0;2198;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;12360;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;7353;0;0;-1;0;1634;65485;18859;0;0;-1;4601;-1;0;0;-1;0;0;0;0;-1;0;1696;0;2446;0;0;0;0;-1;-1;0;0;0;-1;0;-1;0;0;17168;-1;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;0;0;5176;0;0;0;0;0;0;0;0;0;0;-1;0
Furini et al. - 2016 - Development of a manufacturing ontology for functi;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;6190;0;2309;0;1730;0;0;-1;0;0;0;0;0;-1;1216;-1;0;-1;0;0;0;-1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;-1;-1;0;-1;0;-1;0;0;-1;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;3217;0;0;0;1047;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Yang et al. - 2002 - Managing scientific metadata using XML;0;0;1552;0;0;0;0;0;0;-1;0;0;0;0;0;9898;0;1078;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;-1;-1;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;0;0;-1;0;-1;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;2787;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0
Rovetto und Kelso - 2016 - Preliminaries of a Space Situational Awareness Ont;0;0;0;0;0;0;12049;0;1439;0;0;0;0;0;0;0;0;41714;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0;-1;0;0;5681;0;0;0;-1;6948;0;0;0;0;0;1460;0;0;-1;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Sethi et al. - 2023 - ETD Collection Management CS5604 Final Report-Team;0;0;0;0;0;0;0;0;0;2092;0;0;0;0;3535;0;0;0;-1;0;17725;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;-1;0;0;4129;-1;-1;-1;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;-1;0;-1;0;-1;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;-1;0;-1;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;5392;-1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;8918;0;0;0;0;0;0;6986;0;0;-1;0
Reddy et al. - 2015 - Knowledge based engineering notion, approaches an;0;0;0;0;0;0;0;0;0;0;75125;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;-1;-1;0;0;1265;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;0;1021;0;-1;-1;0;0;0;-1;0;0;4244;0;-1;0;0;16019;-1;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;-1;0;-1;-1;45103;0;0;0;0;0;0;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;8463;0;0;0;0;0;0;14551;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0
Nottage - 2012 - Dynamic model-based systems engineering using XML ;0;0;0;0;0;0;0;0;0;0;21455;0;0;0;0;0;0;1986;0;0;0;0;0;0;0;0;2821;0;0;0;0;-1;0;0;0;11257;0;0;0;0;0;-1;0;0;0;-1;0;0;0;22895;0;-1;0;0;0;-1;0;97505;0;-1;0;0;0;0;0;-1;0;4223;0;-1;0;-1;-1;0;0;-1;0;-1;0;73325;0;-1;0;-1;0;0;0;-1;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;3284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Regli et al. - 2010 - Semantics for digital engineering archives support;0;0;0;0;0;0;0;0;1188;-1;1231;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;6995;0;-1;-1;0;0;0;0;1314;0;2486;0;0;0;0;0;0;2606;0;-1;1800;3177;-1;-1;0;0;0;15191;13516;25985;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;-1;0;0;0;-1;-1;-1;0;-1;-1;-1;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;0;0;-1;0;-1;0;0;0;-1;0;0;0;0;0;7863;0;0;0;0;-1;0;0;0;2519;0;0;-1;0
Vargas-Hernandez et al. - 2003 - Development of a computer aided conceptual design ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;5042;0;-1;0;0;0;-1;-1;0;0;0;0;0;0;6240;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;4460;0;0;-1;-1;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Liu und Hu - 2011 - Representing the Evolving Design Rationale to Supp;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;2948;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Schembera und Iglezakis - 2020 - EngMeta metadata for computational engineering;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;1217;0;0;2226;0;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;-1;-1;0;0;0;-1;0;2696;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;-1;0;-1;0;-1;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;5770;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;1808;0;0;0;0;0;0;0;0;-1;0
Jain et al. - 2023 - CS5604 Team 1 ETD Collection Management;0;0;0;0;0;0;0;0;0;2092;0;0;0;0;3535;0;0;0;-1;0;17725;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;-1;0;0;4129;-1;-1;-1;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;-1;0;-1;0;-1;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;-1;0;-1;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;5392;-1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;8918;0;0;0;0;0;0;6986;0;0;-1;0
Li et al. - 2017 - Ontology-based environmental effectiveness knowled;0;0;0;0;0;0;0;0;0;0;2284;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;0;-1;0;-1;-1;-1;-1;-1;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;-1;0;0;0;0;-1;-1;0;-1;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Xu et al. - 2019 - Study on the evaluation method of green constructi;0;0;0;0;0;0;1721;0;0;2459;-1;0;0;0;0;0;0;3356;0;0;-1;-1;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;61548;-1;0;0;-1;0;0;-1;0;2341;0;0;1195;-1;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;4394;0;-1;0;-1;-1;0;-1;0;-1;-1;0;0;0;0;0;-1;0;-1;0;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;4831;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31590;0;0;0;0;0;0;0;0;0;-1;0
Xu et al. - 2019 - Developing an extended IFC data schema and mesh ge;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;1375;0;-1;1815;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;2488;0;-1;0;0;-1;-1;-1;0;0;-1;0;-1;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;3369;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;1148;0;0;-1;0;0;-1;6089;0;0;0;0;0;0;0;0;0;-1;0
Balci et al. - 2011 - Achieving reusability and composability with a sim;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;4249;0;0;-1;0;0;-1;0;0;-1;0;0;0;-1;-1;0;-1;0;0;0;0;0;0;0;-1;-1;0;0;0;-1;0;-1;-1;0;-1;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;4277;0;0;0;-1;0;0;1032;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0
