process,software,data item,data model,data format specification
convert file formats,,manufacturing method,,
convert file formats,,knowledge base,,
convert file formats,,word doc,,
convert file formats,,cad,,
convert file formats,,animation,,
convert file formats,,cad representation,,
convert file formats,,images,,
convert file formats,,image,,
convert file formats,,difficulty,,
convert file formats,,knowledge graph,,
convert file formats,,assemblies,,
convert file formats,,video,,
convert file formats,,mind map,,
convert file formats,,,aerospace ontology,
convert file formats,,,owl dl,
convert file formats,,,xml-schema-definition,
convert file formats,,,express,
convert file formats,,,,igs
convert file formats,,,,mov
convert file formats,,,,ad_asm
convert file formats,,,,direct api
convert file formats,,,,database
convert file formats,,,,wav
convert file formats,,,,ms excel
convert file formats,,,,stl
convert file formats,,,,xml
convert file formats,,,,step
convert file formats,,,,pdf
convert file formats,,,,html
convert file formats,,,,owl
convert file formats,,,,add
convert file formats,,,,ms word
convert file formats,,,,tiff
nation decision,express application,,,
nation decision,web server,,,
nation decision,fortran application,,,
nation decision,matlab,,,
nation decision,multi-agent collaborative system,,,
nation decision,triple store,,,
nation decision,api,,,
nation decision,google,,,
nation decision,pest,,,
nation decision,web-based decision tool,,,
nation decision,java application,,,
nation decision,catia,,,
nation decision,learning tools,,,
nation decision,file server,,,
nation decision,tr,,,
nation decision,product data management system,,,
nation decision,excel,,,
nation decision,share point,,,
nation decision, engineering java programming,,,
nation decision,access,,,
nation decision,visualization package,,,
nation decision,ke-chain,,,
nation decision,expert systems,,,
nation decision,python application,,,
nation decision,workflow systems,,,
nation decision,data mining,,,
nation decision,word,,,
nation decision,cloud visualization,,,
nation decision,cad programming interface,,,
nation decision,,forms,,
nation decision,,live video,,
nation decision,,quantity,,
nation decision,,tools needed,,
nation decision,,sysml model,,
nation decision,,business logic,,
nation decision,,system definition,,
nation decision,,material,,
nation decision,,external web page,,
nation decision,,tooling parts,,
nation decision,,measurement data,,
nation decision,,design parts,,
nation decision,,description,,
nation decision,,object definitions,,
nation decision,,documents,,
nation decision,,taxonomy,,
nation decision,,implicit geometry,,
nation decision,,explicit geometry,,
nation decision,,metadata,,
nation decision,,ontology,,
nation decision,,section description,,
nation decision,,process definitions,,
nation decision,,manufacturing method,,
nation decision,,knowledge base,,
nation decision,,word doc,,
nation decision,,cad,,
nation decision,,cad representation,,
nation decision,,cfd simulation data,,
nation decision,,image,,
nation decision,,difficulty,,
nation decision,,knowledge graph,,
nation decision,,cfd code,,
nation decision,,video,,
nation decision,,mind map,,
nation decision,,,aerospace ontology,
nation decision,,,owl dl,
nation decision,,,uml,
nation decision,,,sysml ,
nation decision,,,topic maps,
nation decision,,,sql,
nation decision,,,xml-schema-definition,
nation decision,,,rds,
nation decision,,,nasa taxonomy,
nation decision,,,python,
nation decision,,,sysml,
nation decision,,,sparql,
nation decision,,,express,
nation decision,,,,ad_asm
nation decision,,,,direct api
nation decision,,,,database
nation decision,,,,ms excel
nation decision,,,,stl
nation decision,,,,xml
nation decision,,,,step
nation decision,,,,pdf
nation decision,,,,html
nation decision,,,,owl
nation decision,,,,add
nation decision,,,,flat file
nation decision,,,,ms word
nation decision,,,,rdf
reasoning,express application,,,
reasoning,isight,,,
reasoning,git,,,
reasoning,aaa,,,
reasoning,web server,,,
reasoning,matlab,,,
reasoning,multi-agent collaborative system,,,
reasoning,triple store,,,
reasoning,api,,,
reasoning,google,,,
reasoning,web-based decision tool,,,
reasoning,java application,,,
reasoning,catia,,,
reasoning,learning tools,,,
reasoning,file server,,,
reasoning,tr,,,
reasoning,optimus,,,
reasoning,prado,,,
reasoning,product data management system,,,
reasoning,protégé,,,
reasoning,excel,,,
reasoning,share point,,,
reasoning,eclipse,,,
reasoning,solidworks,,,
reasoning, engineering java programming,,,
reasoning,outlook,,,
reasoning,access,,,
reasoning,visualization package,,,
reasoning,wikipedia,,,
reasoning,ke-chain,,,
reasoning,expert systems,,,
reasoning,rce,,,
reasoning,python application,,,
reasoning,workflow systems,,,
reasoning,data mining,,,
reasoning,word,,,
reasoning,cloud visualization,,,
reasoning,modelcenter,,,
reasoning,cad programming interface,,,
reasoning,,forms,,
reasoning,,audio,,
reasoning,,live video,,
reasoning,,quantity,,
reasoning,,tools needed,,
reasoning,,sysml model,,
reasoning,,business logic,,
reasoning,,system definition,,
reasoning,,material,,
reasoning,,external web page,,
reasoning,,tooling parts,,
reasoning,,measurement data,,
reasoning,,design parts,,
reasoning,,description,,
reasoning,,object definitions,,
reasoning,,documents,,
reasoning,,taxonomy,,
reasoning,,bom,,
reasoning,,implicit geometry,,
reasoning,,explicit geometry,,
reasoning,,metadata,,
reasoning,,ontology,,
reasoning,,section description,,
reasoning,,process definitions,,
reasoning,,manufacturing method,,
reasoning,,knowledge base,,
reasoning,,word doc,,
reasoning,,cad,,
reasoning,,animation,,
reasoning,,cad representation,,
reasoning,,cfd simulation data,,
reasoning,,images,,
reasoning,,image,,
reasoning,,difficulty,,
reasoning,,knowledge graph,,
reasoning,,assemblies,,
reasoning,,cfd code,,
reasoning,,video,,
reasoning,,mind map,,
reasoning,,,aerospace ontology,
reasoning,,,owl dl,
reasoning,,,uml,
reasoning,,,sysml ,
reasoning,,,topic maps,
reasoning,,,sql,
reasoning,,,xml-schema-definition,
reasoning,,,rds,
reasoning,,,nasa taxonomy,
reasoning,,,wordnet,
reasoning,,,python,
reasoning,,,sysml,
reasoning,,,sparql,
reasoning,,,cco,
reasoning,,,openvsp,
reasoning,,,express,
reasoning,,,vba,
reasoning,,,,igs
reasoning,,,,mov
reasoning,,,,ad_asm
reasoning,,,,direct api
reasoning,,,,database
reasoning,,,,wav
reasoning,,,,ms excel
reasoning,,,,stl
reasoning,,,,json
reasoning,,,,xml
reasoning,,,,step
reasoning,,,,pdf
reasoning,,,,vrml
reasoning,,,,html
reasoning,,,,owl
reasoning,,,,add
reasoning,,,,flat file
reasoning,,,,ms word
reasoning,,,,tiff
reasoning,,,,rdf
creation,express application,,,
creation,brics,,,
creation,oracle server,,,
creation,isight,,,
creation,ug,,,
creation,git,,,
creation,aaa,,,
creation,web server,,,
creation,fortran application,,,
creation,matlab,,,
creation,multi-agent collaborative system,,,
creation,triple store,,,
creation,api,,,
creation,google,,,
creation,pest,,,
creation,web-based decision tool,,,
creation,java application,,,
creation,catia,,,
creation,learning tools,,,
creation,file server,,,
creation,tr,,,
creation,optimus,,,
creation,prado,,,
creation,product data management system,,,
creation,protégé,,,
creation,excel,,,
creation,share point,,,
creation,eclipse,,,
creation,brics technology,,,
creation,sas,,,
creation,reasoner,,,
creation,solidworks,,,
creation, engineering java programming,,,
creation,outlook,,,
creation,access,,,
creation,visualization package,,,
creation,wikipedia,,,
creation,ke-chain,,,
creation,expert systems,,,
creation,rce,,,
creation,python application,,,
creation,flops,,,
creation,workflow systems,,,
creation,data mining,,,
creation,word,,,
creation,cloud visualization,,,
creation,modelcenter,,,
creation,cad programming interface,,,
creation,oracle,,,
creation,,forms,,
creation,,audio,,
creation,,live video,,
creation,,quantity,,
creation,,tools needed,,
creation,,sysml model,,
creation,,business logic,,
creation,,system definition,,
creation,,material,,
creation,,external web page,,
creation,,tooling parts,,
creation,,measurement data,,
creation,,design parts,,
creation,,description,,
creation,,object definitions,,
creation,,documents,,
creation,,taxonomy,,
creation,,bom,,
creation,,implicit geometry,,
creation,,explicit geometry,,
creation,,metadata,,
creation,,ontology,,
creation,,section description,,
creation,,process definitions,,
creation,,manufacturing method,,
creation,,knowledge base,,
creation,,word doc,,
creation,,cad,,
creation,,animation,,
creation,,cad representation,,
creation,,cfd simulation data,,
creation,,images,,
creation,,image,,
creation,,difficulty,,
creation,,knowledge graph,,
creation,,assemblies,,
creation,,cfd code,,
creation,,video,,
creation,,mind map,,
creation,,,aerospace ontology,
creation,,,owl-ql,
creation,,,owl dl,
creation,,,uml,
creation,,,sysml ,
creation,,,topic maps,
creation,,,sql,
creation,,,xml-schema-definition,
creation,,,nasa taxonomy,
creation,,,python,
creation,,,sysml,
creation,,,sparql,
creation,,,cco,
creation,,,openvsp,
creation,,,express,
creation,,,vba,
creation,,,,igs
creation,,,,mov
creation,,,,ad_asm
creation,,,,direct api
creation,,,,database
creation,,,,wav
creation,,,,ms excel
creation,,,,stl
creation,,,,json
creation,,,,iges
creation,,,,xml
creation,,,,step
creation,,,,pdf
creation,,,,vrml
creation,,,,html
creation,,,,owl
creation,,,,add
creation,,,,flat file
creation,,,,ms word
creation,,,,tiff
creation,,,,rdf
crawling,express application,,,
crawling,web server,,,
crawling,multi-agent collaborative system,,,
crawling,api,,,
crawling,google,,,
crawling,java application,,,
crawling,learning tools,,,
crawling,file server,,,
crawling,product data management system,,,
crawling,excel,,,
crawling,share point,,,
crawling, engineering java programming,,,
crawling,access,,,
crawling,expert systems,,,
crawling,workflow systems,,,
crawling,data mining,,,
crawling,word,,,
